row_id	source	work	locus	locus_id	parva	commentator	term_family	defense_term	deviation_type	deviation_term_sa	classification	agreement_n	agreement_commentators	quote
NIL-100	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 11.13.4	P11_U01_A013_S004	striparva	nīlakaṇṭhaḥ	ārṣa	आर्षः	absence of the aṭ augment	aḍ-abhāva	auto	1	nīlakaṇṭhaḥ	न तत्कृथाः तन्न कृतवानसि अडभाव आर्षः॥४॥
NIL-101	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 11.27.14	P11_U03_A027_S014	striparva	nīlakaṇṭhaḥ	ārṣa	आर्षः	absence of the aṭ augment	aḍ-abhāva	auto	1	nīlakaṇṭhaḥ	भवन् अभवन् अडभाव आर्षः॥१४॥
NIL-102	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.1.7	P12_U01_A001_S007	shantiparva	nīlakaṇṭhaḥ	ārṣa	आर्षः	voice — ātmanepada for parasmaipada	taṅ-bhāva	auto	1	nīlakaṇṭhaḥ	पूजामर्घादिकां परिवार्य पर्युपासन् परित उपविष्टवन्तः तङभाव आर्षः ॥७॥
NIL-103	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.11.14	P12_U01_A011_S014	shantiparva	nīlakaṇṭhaḥ	ārṣa	आर्षः	absence of guṇa	guṇa-abhāva	auto	1	nīlakaṇṭhaḥ	आत्मानमिति । दृढवादी दृढनिश्चयः पुमान्यथाऽऽत्मानं इति- एति गुणाभाव आर्षः । यद्देवतारूपं जानीते अयमहमस्मि साम्बशिव इति, तथैवेह लोके शास्त्रे वा सिद्धिस्तत्तद्देवतातादात्म्यरूपा इष्यते, 'तं यथा यथोपासते तथेतः प्रेत्य भवन्ति' इति श्रुतेः । अथाग
NIL-104	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.29.143	P12_U01_A029_S143	shantiparva	nīlakaṇṭhaḥ	chāndasa	च्छान्दसो	elision — segment/syllable	varṇa-lopa	auto	1	nīlakaṇṭhaḥ	त्रिनलोत्सेधान् नल्वः किष्कुचतुःशतमिति पाठं प्रकल्प्य व्याख्यायते- प्राचीनैः । वस्तुतस्तु नल इत्यत्र च्छान्दसो वर्णलोपः ॥१४३॥
NIL-105	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.40.2	P12_U01_A040_S002	shantiparva	nīlakaṇṭhaḥ	ārṣa	आर्षम्	stem vowel — ī for the expected e of the reduplicated perfect	niṣīdatuḥ for niṣedatuḥ	hand	1	nīlakaṇṭhaḥ	निषीदतुरिति निषेदतुरित्यर्थे आर्षम् ॥२॥
NIL-106	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.60.46	P12_U01_A060_S046	shantiparva	nīlakaṇṭhaḥ	ārṣa	आर्षः	elision — case ending	vibhakti-lopa	auto	1	nīlakaṇṭhaḥ	वैश्यग्रहाद्दक्षिणाग्न्यर्थमग्न्यानयनं दृश्यते । यस्मादेवं तस्माद्ब्राह्मणस्त्रिष्वपि वर्णेषु यज्ञः सृष्टो येन स यज्ञस्रष्टा भवतीत्यर्थः । पाठान्तरे वैश्यपदे विभक्तिलोप आर्षः ॥४६॥
NIL-107	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.90.23	P12_U01_A090_S023	shantiparva	nīlakaṇṭhaḥ	ārṣa	आर्षः	transfer — gender	liṅga-vyatyaya	auto	1	nīlakaṇṭhaḥ	असूयात् असूयातः लिङ्गव्यत्यय आर्षः असूयया अतति सततं वर्तत इति वा असूयात् ॥२३॥
NIL-108	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.100.43	P12_U01_A100_S043	shantiparva	nīlakaṇṭhaḥ	ārṣa	आर्षः	elision — case ending	vibhakti-lopa	auto	1	nīlakaṇṭhaḥ	चर्मवतां पुरुषाणामनीकं विभक्तिलोप आर्षः ॥४३॥
NIL-109	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.133.8	P12_U02_A133_S008	shantiparva	nīlakaṇṭhaḥ	ārṣa	आर्षो	transfer — number	vacana-vyatyaya	auto	1	nīlakaṇṭhaḥ	विप्रकृताः कृतविरोधाः शालावृकवत् जिघांसुमेनमेव विन्दन्ति आश्रयन्ति कपटेन हन्तुं प्राप्त्यर्थस्य विन्दते रूपम् आर्षो वचनव्यत्ययः ॥८॥
NIL-110	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.153.39	P12_U02_A153_S039	shantiparva	nīlakaṇṭhaḥ	chāndasa	वचनव्यत्ययश्छान्दसः	transfer — number	vacana-vyatyaya	auto	1	nīlakaṇṭhaḥ	कृथा इति वचनव्यत्ययश्छान्दसः ॥३९॥
NIL-111	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.174.58	P12_U03_A174_S058	shantiparva	nīlakaṇṭhaḥ	ārṣa	आर्षः	transfer — pada (voice/ending)	pada-vyatyaya	auto	1	nīlakaṇṭhaḥ	उन्मत्ता विकारवती । अनुन्मत्तं निर्विकारं कान्तं स्वामिनमन्तर्यामिणम् । अन्ववसं वस आच्छादने आर्षः पदव्यत्ययः । अहङ्कारधर्मं कामादिकमनुलक्षीकृत्य आच्छादितवती । अन्तिके हृदयकोशे रमणम् आनन्दप्रदम् । ’एष ह्येवानन्दं याति' इति श्रुतेः । मरणमित्यपपाठः ॥५८॥
NIL-112	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.175.25	P12_U03_A175_S025	shantiparva	nīlakaṇṭhaḥ	ārṣa	आर्षः	transfer — gender	liṅga-vyatyaya	auto	1	nīlakaṇṭhaḥ	समात्रं गोष्ठमिव गोष्ठं वासस्थानम् । अरण्यं विविक्तदेशः । तद्धि देवानामिन्द्रियाणां गवां गोष्ठमिव बन्धनस्थानं गृहं त्यक्त्वा एकान्ते ध्यानपरो भवेदित्यर्थः । लिङ्गव्यत्यय आर्षः ॥२५॥
NIL-113	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.179.25	P12_U03_A179_S025	shantiparva	nīlakaṇṭhaḥ	ārṣa	आर्षो	non-elision of the case ending	vibhakti-aluk	auto	1	nīlakaṇṭhaḥ	अचलं दृढम् अनिधनं मृत्युविरोधि शुचिम् । आर्षो विभक्त्यलुक् । विदुषां मते ब्रह्मणि प्रविष्टं तत्प्रापकमित्यर्थः । अनभिमतत्वादेवासेवितं मूढैः । आजगरम् अजगरो ह्ययत्नेनैव जीवति तस्येदम् ॥२५॥
NIL-114	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.182.26	P12_U03_A182_S026	shantiparva	nīlakaṇṭhaḥ	ārṣa	आर्षो	elision — segment/syllable	varṇa-lopa	auto	1	nīlakaṇṭhaḥ	एवं तत्तदुपर्यपीत्याह- उपरिष्टेति । आर्षो वर्णलोपः प्रज्वलद्भिर्लोकैरिति शेषः ॥२६॥
NIL-115	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.206.28	P12_U03_A206_S028	shantiparva	nīlakaṇṭhaḥ	ārṣa	आर्षो	transfer — case	vibhakti-vyatyaya	auto	1	nīlakaṇṭhaḥ	। तैः प्रसिद्धेः अकामरूप इति च्छेदः । जलसूर्यन्यायेन मृषैवात्मनि दुःखित्वादिभ्रम इत्याह - ग्लायद्भिर्वा । वाशब्द उपमार्थे ग्लायन्निव आवर्तते लोकद्वये सञ्चरति घटाकाशवत् । आर्षो विभक्तिव्यत्ययः । तथाच सूत्रं - अत एव चोपमा सूर्यं प्रतिकृत्तिकादिवदिति । सूर्यप्रतिकृतिः प्रतिबिम्बसूर्यः आदिपदाद्धटाकाशः तथा चात्मनि भेदं गतिं च वारयन्ति श्रुतयः 'ह्य
NIL-116	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.219.34	P12_U03_A219_S034	shantiparva	nīlakaṇṭhaḥ	ārṣa	आर्षो	matup-sense suffix	matvarthīya	auto	1	nīlakaṇṭhaḥ	ौगपद्यमेवानुपादानस्य मनसः साधकं लिङ्गमाहुस्तेषां गङ्गाह्रदनिमग्नस्य युगपत्सर्वाङ्गीणशैत्यानुभवेन हेतोर्बाध इत्यास्तां तावत्। चित्तस्यापि व्यापिका बुद्धिर्दादशमी द्वादशी, आर्षो मट्प्रत्ययः॥३४॥
NIL-117	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.237.3	P12_U03_A237_S003	shantiparva	nīlakaṇṭhaḥ	ārṣa	आर्षोऽलुक्	case ending — (a)luk	aluk / luk	auto	1	nīlakaṇṭhaḥ	् निरधिष्ठानकां स्वाभाविकीं जगद्भ्रान्तिं वदन् सर्वान् शिष्यान् प्रज्ञया मुक्ताः । ऊहापोहकौशलेन रहिताः हेतवो युक्तयो येषां तान् निर्बुद्धीनित्यर्थः । प्रज्ञयेति तृतीयाया आर्षोऽलुक् । पुष्यते पुष्णाति तादृशेन बोधेन रञ्जयति । अचेतनो मूढः स न किञ्चन तत्त्वं लभते इत्युत्तरेणान्वयः । निरधिष्ठानकभ्रमासंभवात् शून्यवादोऽत्यन्तं हेय इति भावः ॥३॥
NIL-118	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.239.9	P12_U03_A239_S009	shantiparva	nīlakaṇṭhaḥ	ārṣa	आर्षः	elision — case ending	vibhakti-lopa	auto	1	nīlakaṇṭhaḥ	दर्शयन्ति तानि दर्शनीयानि कर्तरि कृत्यः तानि च तानीन्द्रियाणि चेति समासः । विभक्तिलोप आर्षः । आहारः शब्दादिग्रहः ॥९॥
NIL-119	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.261.30	P12_U03_A261_S030	shantiparva	nīlakaṇṭhaḥ	ārṣa	आर्षो	matup-sense suffix	matvarthīya	auto	1	nīlakaṇṭhaḥ	पक्षीन् आर्षो मत्वर्थीय इः ॥३०॥
NIL-120	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.263.37	P12_U03_A263_S037	shantiparva	nīlakaṇṭhaḥ	ārṣa	आर्षः	transfer — number	vacana-vyatyaya	auto	1	nīlakaṇṭhaḥ	े आत्मैव तीर्थं यज्ञभूमिस्तत्र पशवः पशुप्रायाः मन्दमतयो मखं मानसिकं क्रतुं न प्राप्नुयुः । तत्प्राप्तर्बहुपुण्यसाध्यत्वात् । अथ तर्हि प्राप्नुयात् प्राप्नुयुः वचनव्यत्यय आर्षः । तत् कर्म ते तव वाक्यमिति शेषः ॥३७॥
NIL-121	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.269.14	P12_U03_A269_S014	shantiparva	nīlakaṇṭhaḥ	ārṣa	आर्षः	absolutive suffix	ktvā / lyap	auto	1	nīlakaṇṭhaḥ	प्रकाशयति मन्त्रः । 'संगच्छस्व पितृभिः संयमेनेष्टापूर्तेन परमे व्योमन् । हित्वा यावद्यं पुनरस्तमेहि संगच्छस्व तन्वा सुवर्चाः' इति मन्त्रेऽवद्यं जीर्णदेहं हित्वाय हित्वा आर्षः क्त्वो यक् । पितृभिर्यमेन इष्टादिफलेन च स्वर्गे संगतिं संप्राप्य पुनरस्तं गृहं पौत्ररूपेण प्रपौत्ररूपेण वा एहि तन्वा देहेन संगच्छेति पुनर्देहप्राप्तिः प्रकाश्यते । तदिद
NIL-122	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.272.19	P12_U03_A272_S019	shantiparva	nīlakaṇṭhaḥ	ārṣa	आर्षः	absence of the aṭ augment	aḍ-abhāva	auto	1	nīlakaṇṭhaḥ	ननु धर्मस्यापीदृक्छलकरणमयुक्तमित्याशङ्क्याह - तत इति । याजयत अडभाव आर्षः । याजितवान्। भार्यायाः पुष्करधारिण्याः हिंसामययज्ञमनिच्छन्त्याः ॥१९॥
NIL-123	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.280.31	P12_U03_A280_S031	shantiparva	nīlakaṇṭhaḥ	ārṣa	आर्षः	transfer — gender	liṅga-vyatyaya	auto	1	nīlakaṇṭhaḥ	्व्याचष्टे- वाप्य इति द्वाभ्याम् । योजनविस्तृताः । पञ्चशता इति वाक्यशेषाद्विस्तारयोजनसङ्ख्या ज्ञेया आयामतो दैर्घ्यर्तः योजनतः पञ्चशता इति सम्बन्धः । शता इति लिङ्गव्यत्यय आर्षः । पञ्चशतं योजनानीत्यर्थः । अवगाढाः नास्ति अवगाढोऽवगाहो यासां ताः दुरवगाहा इत्यर्थः । भागुरिमतेनावेत्युपसर्गस्याकारलोपं कृत्वा नञ्समासः । अत एव प्रत्येकशः प्रवृद्धाः ॥३१
NIL-124	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.280.35	P12_U03_A280_S035	shantiparva	nīlakaṇṭhaḥ	chāndasa	छान्दसो	elision	lopa	auto	1	nīlakaṇṭhaḥ	। तथा च श्रुतिः - 'स एतमेव पुरुषं ब्रह्म ततममपश्यदिदमदर्शमिति । तस्मादिदन्द्रो नामेदन्द्रो ह वै नाम तमिदन्द्रं सन्तमिन्द्र इत्याचक्षते' इति । ततमं ततममित्येकस्य तकारस्य छान्दसो लोपः । इदं ब्रह्म अदर्शम् अपश्यम् । एतेनेदमिह वाक्यं प्रमाणत्वेन दर्शितम् । इदमेवान्यत्रापि तुल्यमित्याह - गतिरिति । वर्णः सत्त्वादितारतम्यम् । वर्णोऽपि कालकृतः कालः प्
NIL-125	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.284.98	P12_U03_A284_S098	shantiparva	nīlakaṇṭhaḥ	ārṣa	आर्षः	mum augment	mum-āgama	auto	1	nīlakaṇṭhaḥ	वृषाय वृष्टिकर्त्रे वृष्याय वृषो धर्मस्तत्र हिताय धर्मवृद्धिकर्त्रे गोवृषाय नन्दिरूपाय वृषाय धर्माय कटंकटाय कटीगतौ नित्यवीप्सयोरिति द्वित्वम् । मुमागम आर्षः । वाय्वादिरूपेण नित्यं गमनशीलायेत्यर्थः । कालाय वा दण्डाय नियन्त्रे । पचपचाय नित्यं भूतानां पाककर्त्रे कटिपच्योः पचाद्यच् ७ ॥९८॥
NIL-126	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.284.141	P12_U03_A284_S141	shantiparva	nīlakaṇṭhaḥ	ārṣa	आर्षः	absence of puṃvadbhāva	puṃvadbhāva-abhāva	auto	1	nīlakaṇṭhaḥ	लोहिता अन्तर्गता च दृष्टिरस्य पुंवद्भावाभाव आर्षः ७ ॥१४१॥
NIL-127	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.284.153	P12_U03_A284_S153	shantiparva	nīlakaṇṭhaḥ	ārṣa	आर्षः	compound-final / ṭac suffix	samāsānta	auto	1	nīlakaṇṭhaḥ	कामः स्त्र्यभिलाषः बिंदु: रेतोंऽशः पुत्रबीजभूतः स्रजः इति समासान्तष्टच् आर्षः नन्दीति दैर्घ्यमार्षम् अमुख इति च्छेदः १० ॥१५३॥
NIL-128	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.291.12	P12_U03_A291_S012	shantiparva	nīlakaṇṭhaḥ	ārṣa	आर्षः	elision — segment/affix	lopa	auto	1	nīlakaṇṭhaḥ	अहिंसा अहिंसया तृतीयालोप आर्षः । ब्रह्मण इति पाठे वेदसम्बन्धिनः ॥१२॥
NIL-129	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.302.38	P12_U03_A302_S038	shantiparva	nīlakaṇṭhaḥ	ārṣa	आर्षः	elision — segment/affix	lopa	auto	1	nīlakaṇṭhaḥ	पञ्चविंशतिमः तकारलोपः आर्षः । विष्णुः शुद्धचिन्मात्रं स निर्गुणत्वान्निस्तत्वः कथं तर्हि पञ्चविंशतितत्त्वेषु तस्य गणनेत्यत आह - तत्त्वेति । तत्त्वाधिष्ठानत्वादेवास्य तत्त्वसंज्ञा न तु कार्यत्वात्क
NIL-130	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.305.27	P12_U03_A305_S027	shantiparva	nīlakaṇṭhaḥ	ārṣa	आर्षः	elision — segment/affix	lopa	auto	1	nīlakaṇṭhaḥ	गभाव एवमात्मानात्मनोरपीत्याह - एवमिति । दृश्यप्रकाशनेन दृगात्मापि सूर्यवद्वृश्यादन्योऽनुमेय इत्यर्थः । अलिङ्गं शुद्धचिन्मात्रं लिङ्गीत्यर्थः । तदेव पञ्चविंशतितमः तकारलोप आर्षः । लिङ्गेषु नियतात्मक इति लिङ्गलिङ्गिनोर्व्याप्तिर्दर्शिता । ननु शब्दान्तरेण जडाजडयोरयं विषयविषयिभावसम्बन्ध एवोक्तः । न यो हि विषयी स विषयस्य शुभाशुभत्वाभ्यां हर्षविषादा
NIL-131	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.305.38	P12_U03_A305_S038	shantiparva	nīlakaṇṭhaḥ	chāndasa	छान्दसस्त्वन्	kṛtya suffix (tvan)	tvan	auto	1	nīlakaṇṭhaḥ	या योगेन आत्मानं जानन्तोऽपि कुत एवं न निश्चिन्वन्तीत्याशङ्क्याह - तत्त्वेति । तत्त्वं जन्यं निस्तत्त्वं तदन्यदजन्यम् । तनु विस्तारेऽस्मात्कृत्यार्थे तवैकेन्केन्यत्वन इति छान्दसस्त्वन् । निदर्शनम् अनुभवः येऽपि कर्तारमात्मानमाहुस्तेऽपि समाधौ बुद्ध्याद्यभावे आत्मनि कर्तृत्वं न पश्यन्तीति तत्र कर्तृत्वादिकं बुद्ध्यादियोगश्च दृश्यमानोऽपि कादाचित्कत्
NIL-132	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.307.10	P12_U03_A307_S010	shantiparva	nīlakaṇṭhaḥ	chāndasa	सन्धिश्छान्दसः	sandhi	sandhi	auto	1	nīlakaṇṭhaḥ	षरश्चाक्षर एव च' 'उत्तमः पुरुषस्त्वन्यः' इति श्रुतिस्मृत्युक्तं पुंत्रैविध्यमुपेत्य क्षराक्षरयोस्तावद्विभागमाहाक्षरं चेति । अमृतो जीवः अक्षरम् इति श्रुतिपदयोरर्थः सन्धिश्छान्दसः ॥१०॥
NIL-133	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.307.17	P12_U03_A307_S017	shantiparva	nīlakaṇṭhaḥ	ārṣa	आर्षस्तङ्	voice — ātmanepada for parasmaipada	taṅ-bhāva	auto	1	nīlakaṇṭhaḥ	तदेति । यदा त्वसंप्रज्ञाते पुरुषो निर्गुणं प्राप्नोति हे वैदेह वै इति पृथक्पदं वा तदा प्रकृतिरपि क्षरत्वं विनाशित्वं गच्छते आर्षस्तङ् । गुणसंश्रिता महदादिभिः संहिता । तत्र क्षरत्वे हेतुः देहगुणेष्वप्रतिवर्तनादिति देहाश्रितेषु श्रोत्रादिषु प्रतिविषयं वर्तनं तदभावात् ॥१७॥
NIL-134	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.320.36	P12_U03_A320_S036	shantiparva	nīlakaṇṭhaḥ	ārṣa	आर्षः	elision — case ending	vibhakti-lopa	auto	1	nīlakaṇṭhaḥ	वास्येति वास्यसंज्ञकेन शस्त्रेण विभक्तिलोप आर्षः । अल्पं वास्यं वासी तयेति वा ॥३६॥
NIL-135	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.334.5	P12_U03_A334_S005	shantiparva	nīlakaṇṭhaḥ	ārṣa	आर्षो	transfer — gender	liṅga-vyatyaya	auto	1	nīlakaṇṭhaḥ	तर्कया तर्केण आर्षो लिङ्गव्यत्ययः ॥५॥
NIL-136	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.339.13	P12_U03_A339_S013	shantiparva	nīlakaṇṭhaḥ	ārṣa	आर्षः	transfer — pada (voice/ending)	pada-vyatyaya	auto	1	nīlakaṇṭhaḥ	ददृशिरे ददृशुः पदव्यत्यय आर्षः ॥१३॥
NIL-137	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.341.43	P12_U03_A341_S043	shantiparva	nīlakaṇṭhaḥ	ārṣa	आर्षः	absence of the aṭ augment	aḍ-abhāva	auto	1	nīlakaṇṭhaḥ	अधिभूतानि सर्वाणि प्राणिजातानि दिव्यादिव्यानि अन्तेषु देहावसानेषु यद् ब्रह्म इच्छन् । ऐच्छन् अडभाव आर्षः। इच्छितवन्ति तदस्मि सर्वकामप्रपूरकमिति विशेषेण स्नौति प्रस्रवति कामक्षीरमिति वा चकारात्सिंचति जीवनं प्रविशति हृदयं क्रामति कार्यमिति वा विष्णुरित्यर्थः । एतेन 'गच्छन्त्
NIL-138	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.342.77	P12_U03_A342_S077	shantiparva	nīlakaṇṭhaḥ	ārṣa	आर्षं	bha-stem treatment	bhatva	auto	1	nīlakaṇṭhaḥ	वशब्दपूर्वाभ्यां डः । तप्पर्वमरुद्भ्यामित्यत्र श्रुतो मत्वर्थीयस्तप्प्रत्ययो बाहुलकात्सत्त्वशब्दादपि अन्ते तद्धितान्तानुकरणमेव प्रातिपदिकं सत् ब्रह्म तद्वन्तः सत्त्वन्तः आर्षं भत्वम् । तेषामिदं तन्त्रं सात्वतं पाञ्चरात्रादि तज्जन्यज्ञानेन दृष्टोऽहं सात्त्वतो वेत्यभिप्रेत्याह- सत्त्वादिति ॥७७॥
NIL-139	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 12.351.11	P12_U03_A351_S011	shantiparva	nīlakaṇṭhaḥ	chāndasa	च्छान्दस	absence of the u-substitution	utva-abhāva	auto	1	nīlakaṇṭhaḥ	सत्यमक्षरं जीवाख्यम् अमृतं प्रधानं भोक्तारं भोग्यं च त्यक्त्वेत्यर्थः । 'क्षरं प्रधानममृताक्षरं हरः क्षरात्मानावीशते देव एकः' इति अमृतोऽक्षर इति वक्तव्ये अमृताक्षरमिति च्छान्दस उत्वाद्यभावः ॥११॥
NIL-140	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 13.3.8	P13_U01_A003_S008	anushasanaparva	nīlakaṇṭhaḥ	ārṣa	आर्षः	elision — anusvāra	anusvāra-lopa	auto	1	nīlakaṇṭhaḥ	नाभिवादयते न नमस्कुर्वन्ति । अनुस्वारलोप आर्षः । देवरातं देवैर्विश्वामित्राय दत्तं तेन च ज्येष्ठं कृतं सन्तम् । शप्ता येनेति शेषः ॥८॥
NIL-141	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 13.14.99	P13_U01_A014_S099	anushasanaparva	nīlakaṇṭhaḥ	ārṣa	आर्षः	elision — segment/syllable	varṇa-lopa	auto	1	nīlakaṇṭhaḥ	मघवतस्तवैव आत्मानं जीवानामन्तरात्मानमित्यर्थः। मघवात्मानमिति वर्णलोप आर्षः नान्तमेव वा प्रातिपदिकम् ॥९९॥
NIL-142	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 13.17.83	P13_U01_A017_S083	anushasanaparva	nīlakaṇṭhaḥ	ārṣa	आर्षः	absence of guṇa	guṇa-abhāva	auto	1	nīlakaṇṭhaḥ	४३९ वृषणः वर्षति कर्मफलानीति वृषणो धर्मः गुणाभाव आर्षः यद्वा वृषो धर्मोस्त्यस्मिन्निति वृषणः पामादित्वान्न प्रत्ययः।
NIL-143	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 13.17.91	P13_U01_A017_S091	anushasanaparva	nīlakaṇṭhaḥ	ārṣa	आर्षः	pūrvasavarṇa (case-ending fusion)	pūrvasavarṇa	auto	1	nīlakaṇṭhaḥ	५०२ गण्ड इव गण्डो भूमेरुच्छूनप्रदेशः क्षुद्रशैलास्तेषु लीयते गच्छतीति गण्डलीः गण्डशब्दपूर्वात् ली गतावस्मात् क्विप्। विभक्तिलोपः सुपां सुलुगिति पूर्वसवर्णो वा आर्षः।
NIL-144	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 13.17.110	P13_U01_A017_S110	anushasanaparva	nīlakaṇṭhaḥ	ārṣa	आर्षम्	stem-final vowel (a-stem)	adantatva	auto	1	nīlakaṇṭhaḥ	६६६ वणिजो वणिक् अकारान्तत्म् आर्षम्।
NIL-145	sanatana.in Nīlakaṇṭha vulgate scrape (Devanāgarī)	Mahābhārata (vulgate, Nīlakaṇṭha recension)	MBh 13.17.120	P13_U01_A017_S120	anushasanaparva	nīlakaṇṭhaḥ	ārṣa	आर्षः	elision — case ending	vibhakti-lopa	auto	1	nīlakaṇṭhaḥ	७४३ नित्य आत्मसहायः च इत्येकं नाम नित्यश्चासावात्मसहायश्चेति समासे विभक्त्यलोपः आर्षः।
